timestamp,open,high,low,close,volume
2019-10-18 15:55:00,137.8300,137.8400,137.6400,137.7300,744420
2019-10-18 15:50:00,137.9700,138.0000,137.8000,137.8250,392442
2019-10-18 15:45:00,138.0800,138.0800,137.9610,137.9800,253742
2019-10-18 15:40:00,138.1490,138.1500,138.0350,138.0800,192557
2019-10-18 15:35:00,138.0950,138.2100,138.0900,138.1400,165439
2019-10-18 15:30:00,138.1100,138.1900,138.0850,138.0959,154290
2019-10-18 15:25:00,138.2050,138.2500,138.0959,138.1087,226081
2019-10-18 15:20:00,138.2450,138.2600,138.1800,138.2200,173835
2019-10-18 15:15:00,138.1600,138.2800,138.1600,138.2450,186295
2019-10-18 15:10:00,138.2250,138.2400,138.1300,138.1550,189859
2019-10-18 15:05:00,138.1400,138.2300,138.1200,138.2250,153194
2019-10-18 15:00:00,138.1300,138.1600,138.1200,138.1300,125196
2019-10-18 14:55:00,138.1634,138.1800,138.0900,138.1200,222701
2019-10-18 14:50:00,138.2600,138.2800,138.1500,138.1600,127634
2019-10-18 14:45:00,138.1900,138.2500,138.1750,138.2500,143406
2019-10-18 14:40:00,138.3850,138.3850,138.1800,138.1900,121900
2019-10-18 14:35:00,138.3800,138.3870,138.3410,138.3800,122325
2019-10-18 14:30:00,138.3404,138.3700,138.3200,138.3700,160066
2019-10-18 14:25:00,138.3600,138.4950,138.3300,138.3400,200765
2019-10-18 14:20:00,138.2300,138.3550,138.2150,138.3550,237998
2019-10-18 14:15:00,138.1200,138.2500,138.0950,138.2300,194893
